,Class,y_test,y_pred
1425,OLD_EMPINX,5.0,5.0
713,OLD_EMPINX,0.0,0.0
937,OLD_EMPINX,8.0,8.0
1343,OLD_EMPINX,8.0,9.0
369,OLD_EMPINX,0.0,0.0
362,OLD_EMPINX,1.0,2.0
1514,OLD_EMPINX,9.0,9.0
1469,OLD_EMPINX,4.0,8.0
1211,OLD_EMPINX,3.0,8.0
1889,NEW_EMPINX,8.0,7.0
841,NEW_EMPINX,1.0,1.0
1105,NEW_EMPINX,3.0,2.0
984,NEW_EMPINX,10.0,10.0
1733,NEW_EMPINX,0.0,3.0
1876,NEW_EMPINX,9.0,11.0
620,NEW_EMPINX,13.0,13.0
794,NEW_EMPINX,13.0,13.0
1430,NEW_EMPINX,13.0,13.0
775,NEW_EMPINX,9.0,7.0
1001,NEW_EMPINX,6.0,6.0
1483,NEW_EMPINX,7.0,7.0
137,NEW_EMPINX,2.0,2.0
403,NEW_EMPINX,5.0,4.0
388,NEW_EMPINX,6.0,7.0
910,NEW_EMPINX,4.0,5.0
1649,NEW_EMPINX,0.0,0.0
1998,NEW_EMPINX,11.0,11.0
90,NEW_EMPINX,13.0,13.0
1481,NEW_EMPINX,1.0,1.0
1683,NEW_EMPINX,10.0,11.0
1025,NEW_EMPINX,12.0,12.0
432,NEW_EMPINX,1.0,1.0
1991,NEW_EMPINX,11.0,11.0
1634,NEW_EMPINX,11.0,11.0
1015,NEW_EMPINX,13.0,12.0
948,NEW_EMPINX,10.0,11.0
1619,NEW_EMPINX,7.0,8.0
426,NEW_EMPINX,8.0,7.0
1037,NEW_EMPINX,8.0,8.0
1839,NEW_EMPINX,1.0,2.0
1774,NEW_EMPINX,11.0,12.0
1067,NEW_EMPINX,9.0,7.0
1305,NEW_EMPINX,4.0,8.0
1259,NEW_EMPINX,14.0,13.0
1062,NEW_EMPINX,13.0,14.0
710,NEW_EMPINX,13.0,12.0
1623,NEW_EMPINX,13.0,14.0
443,NEW_EMPINX,13.0,12.0
257,NEW_EMPINX,13.0,13.0
1022,NEW_EMPINX,11.0,11.0
1340,NEW_EMPINX,11.0,11.0
1701,NEW_EMPINX,5.0,4.0
1924,NEW_EMPINX,2.0,1.0
1212,NEW_EMPINX,13.0,12.0
1534,NEW_EMPINX,13.0,11.0
1371,NEW_EMPINX,10.0,12.0
1279,NEW_EMPINX,13.0,14.0
245,NEW_EMPINX,6.0,6.0
1307,NEW_EMPINX,6.0,7.0
1267,NEW_EMPINX,3.0,3.0
1416,NEW_EMPINX,11.0,11.0
1086,NEW_EMPINX,14.0,12.0
1703,NEW_EMPINX,4.0,3.0
1135,NEW_EMPINX,10.0,11.0
510,NEW_EMPINX,12.0,12.0
447,NEW_EMPINX,13.0,12.0
1377,NEW_EMPINX,9.0,7.0
1519,NEW_EMPINX,7.0,9.0
1088,NEW_EMPINX,4.0,3.0
341,NEW_EMPINX,13.0,12.0
1469,NEW_EMPINX,8.0,11.0
1507,NEW_EMPINX,7.0,5.0
1293,NEW_EMPINX,4.0,5.0
1850,NEW_EMPINX,9.0,12.0
405,NEW_EMPINX,5.0,6.0
1871,NEW_EMPINX,10.0,11.0
1257,NEW_EMPINX,13.0,14.0
949,NEW_EMPINX,12.0,11.0
1378,NEW_EMPINX,10.0,10.0
1521,NEW_EMPINX,0.0,0.0
84,NEW_EMPINX,10.0,10.0
503,NEW_EMPINX,13.0,13.0
1819,NEW_EMPINX,2.0,3.0
140,NEW_EMPINX,9.0,8.0
34,NEW_EMPINX,8.0,11.0
621,NEW_EMPINX,3.0,3.0
317,NEW_EMPINX,1.0,1.0
1272,NEW_EMPINX,11.0,11.0
1138,NEW_EMPINX,13.0,13.0
919,NEW_EMPINX,7.0,8.0
533,NEW_EMPINX,12.0,12.0
1321,NEW_EMPINX,8.0,9.0
436,NEW_EMPINX,6.0,6.0
1674,NEW_EMPINX,11.0,12.0
465,NEW_EMPINX,8.0,8.0
1948,NEW_EMPINX,5.0,4.0
1485,NEW_EMPINX,4.0,3.0
1517,NEW_EMPINX,13.0,12.0
1740,NEW_EMPINX,6.0,5.0
1236,NEW_EMPINX,10.0,10.0
1977,NEW_EMPINX,12.0,12.0
741,NEW_EMPINX,3.0,4.0
424,NEW_EMPINX,4.0,5.0
707,NEW_EMPINX,11.0,10.0
548,NEW_EMPINX,5.0,4.0
661,NEW_EMPINX,10.0,11.0
1526,NEW_EMPINX,14.0,13.0
521,NEW_EMPINX,2.0,2.0
1758,NEW_EMPINX,10.0,13.0
368,NEW_EMPINX,1.0,1.0
776,NEW_EMPINX,9.0,8.0
1028,NEW_EMPINX,4.0,4.0
879,NEW_EMPINX,14.0,14.0
323,NEW_EMPINX,11.0,11.0
2002,NEW_EMPINX,8.0,7.0
1562,NEW_EMPINX,6.0,6.0
820,NEW_EMPINX,5.0,5.0
1246,NEW_EMPINX,10.0,10.0
654,NEW_EMPINX,5.0,6.0
1413,NEW_EMPINX,12.0,12.0
1432,NEW_EMPINX,12.0,11.0
1327,NEW_EMPINX,10.0,12.0
1516,NEW_EMPINX,13.0,12.0
938,NEW_EMPINX,13.0,14.0
296,NEW_EMPINX,14.0,13.0
1474,NEW_EMPINX,12.0,12.0
236,NEW_EMPINX,5.0,3.0
1127,NEW_EMPINX,13.0,13.0
685,NEW_EMPINX,13.0,14.0
605,NEW_EMPINX,10.0,10.0
939,NEW_EMPINX,11.0,11.0
171,NEW_EMPINX,5.0,4.0
150,NEW_EMPINX,11.0,11.0
1171,NEW_EMPINX,8.0,7.0
377,NEW_EMPINX,6.0,8.0
384,NEW_EMPINX,11.0,10.0
872,NEW_EMPINX,10.0,10.0
294,NEW_EMPINX,11.0,13.0
674,NEW_EMPINX,4.0,3.0
1402,NEW_EMPINX,9.0,6.0
1648,NEW_EMPINX,5.0,5.0
1248,NEW_EMPINX,13.0,13.0
387,NEW_EMPINX,12.0,12.0
2061,NEW_EMPINX,11.0,9.0
1937,NEW_EMPINX,11.0,11.0
434,NEW_EMPINX,11.0,12.0
1324,NEW_EMPINX,14.0,13.0
1379,NEW_EMPINX,11.0,11.0
1206,NEW_EMPINX,6.0,5.0
1762,NEW_EMPINX,1.0,1.0
831,NEW_EMPINX,12.0,12.0
1734,NEW_EMPINX,11.0,13.0
695,NEW_EMPINX,12.0,13.0
1194,NEW_EMPINX,4.0,7.0
1695,NEW_EMPINX,3.0,4.0
302,NEW_EMPINX,13.0,13.0
1363,NEW_EMPINX,9.0,7.0
1224,NEW_EMPINX,8.0,8.0
1894,NEW_EMPINX,5.0,4.0
1202,NEW_EMPINX,1.0,1.0
272,NEW_EMPINX,4.0,3.0
27,NEW_EMPINX,13.0,13.0
740,NEW_EMPINX,6.0,6.0
82,NEW_EMPINX,9.0,7.0
893,NEW_EMPINX,14.0,12.0
379,NEW_EMPINX,8.0,7.0
1935,NEW_EMPINX,13.0,12.0
1436,NEW_EMPINX,8.0,8.0
516,NEW_EMPINX,12.0,13.0
2049,NEW_EMPINX,8.0,7.0
1398,NEW_EMPINX,2.0,3.0
584,NEW_EMPINX,11.0,8.0
1768,NEW_EMPINX,4.0,3.0
412,NEW_EMPINX,11.0,12.0
2010,NEW_EMPINX,2.0,3.0
1994,NEW_EMPINX,2.0,2.0
2025,NEW_EMPINX,3.0,4.0
1650,NEW_EMPINX,0.0,0.0
871,NEW_EMPINX,14.0,14.0
1897,NEW_EMPINX,5.0,7.0
795,NEW_EMPINX,9.0,10.0
1054,NEW_EMPINX,10.0,8.0
1566,NEW_EMPINX,11.0,8.0
145,NEW_EMPINX,11.0,9.0
2024,NEW_EMPINX,7.0,7.0
1799,NEW_EMPINX,13.0,14.0
2006,NEW_EMPINX,3.0,3.0
701,NEW_EMPINX,1.0,1.0
499,NEW_EMPINX,10.0,11.0
313,NEW_EMPINX,5.0,6.0
481,NEW_EMPINX,14.0,13.0
522,NEW_EMPINX,13.0,13.0
497,NEW_EMPINX,7.0,6.0
280,NEW_EMPINX,14.0,14.0
217,NEW_EMPINX,13.0,12.0
976,NEW_EMPINX,9.0,10.0
1355,NEW_EMPINX,8.0,10.0
1993,NEW_EMPINX,9.0,7.0
1170,NEW_EMPINX,8.0,10.0
2020,NEW_EMPINX,0.0,0.0
1909,NEW_EMPINX,12.0,12.0
870,NEW_EMPINX,11.0,12.0
40,NEW_EMPINX,6.0,5.0
1447,NEW_EMPINX,10.0,10.0
629,NEW_EMPINX,14.0,14.0
464,NEW_EMPINX,12.0,12.0
160,NEW_EMPINX,14.0,14.0
1187,NEW_EMPINX,9.0,10.0
207,NEW_EMPINX,6.0,7.0
830,NEW_EMPINX,14.0,14.0
1888,NEW_EMPINX,4.0,4.0
2058,NEW_EMPINX,9.0,8.0
512,NEW_EMPINX,14.0,14.0
61,NEW_EMPINX,14.0,14.0
2004,NEW_EMPINX,3.0,3.0
1811,NEW_EMPINX,12.0,12.0
1633,NEW_EMPINX,12.0,13.0
895,NEW_EMPINX,4.0,7.0
1213,NEW_EMPINX,12.0,11.0
1524,NEW_EMPINX,10.0,9.0
1760,NEW_EMPINX,10.0,11.0
678,NEW_EMPINX,12.0,12.0
304,NEW_EMPINX,10.0,10.0
1117,NEW_EMPINX,13.0,14.0
2045,NEW_EMPINX,11.0,9.0
494,NEW_EMPINX,11.0,13.0
1820,NEW_EMPINX,5.0,5.0
901,NEW_EMPINX,4.0,3.0
2036,NEW_EMPINX,13.0,13.0
1793,NEW_EMPINX,5.0,4.0
98,NEW_EMPINX,5.0,3.0
77,NEW_EMPINX,11.0,11.0
1251,NEW_EMPINX,11.0,13.0
1942,NEW_EMPINX,12.0,13.0
1629,NEW_EMPINX,9.0,11.0
93,NEW_EMPINX,10.0,11.0
433,NEW_EMPINX,1.0,1.0
1501,NEW_EMPINX,4.0,2.0
270,NEW_EMPINX,10.0,11.0
89,NEW_EMPINX,14.0,13.0
206,NEW_EMPINX,9.0,7.0
668,NEW_EMPINX,10.0,11.0
734,NEW_EMPINX,12.0,14.0
1128,NEW_EMPINX,8.0,10.0
1770,NEW_EMPINX,7.0,8.0
712,NEW_EMPINX,13.0,12.0
827,NEW_EMPINX,11.0,12.0
1361,NEW_EMPINX,10.0,10.0
570,NEW_EMPINX,7.0,5.0
1104,NEW_EMPINX,1.0,1.0
1844,NEW_EMPINX,11.0,13.0
1476,NEW_EMPINX,8.0,7.0
54,NEW_EMPINX,2.0,6.0
996,NEW_EMPINX,9.0,10.0
1264,NEW_EMPINX,10.0,12.0
768,NEW_EMPINX,10.0,10.0
325,NEW_EMPINX,13.0,13.0
564,NEW_EMPINX,5.0,2.0
282,NEW_EMPINX,14.0,13.0
96,NEW_EMPINX,13.0,14.0
1988,NEW_EMPINX,10.0,11.0
1752,NEW_EMPINX,11.0,10.0
124,NEW_EMPINX,12.0,12.0
1074,NEW_EMPINX,3.0,6.0
1079,NEW_EMPINX,13.0,12.0
1946,NEW_EMPINX,10.0,9.0
456,NEW_EMPINX,14.0,13.0
1835,NEW_EMPINX,3.0,2.0
868,NEW_EMPINX,12.0,12.0
38,NEW_EMPINX,13.0,11.0
1178,NEW_EMPINX,11.0,11.0
1797,NEW_EMPINX,13.0,13.0
1631,NEW_EMPINX,13.0,11.0
1759,NEW_EMPINX,10.0,9.0
1590,NEW_EMPINX,12.0,12.0
508,NEW_EMPINX,12.0,12.0
1635,NEW_EMPINX,6.0,6.0
1652,NEW_EMPINX,13.0,13.0
449,NEW_EMPINX,13.0,13.0
1724,NEW_EMPINX,7.0,8.0
53,NEW_EMPINX,13.0,9.0
397,NEW_EMPINX,6.0,5.0
212,NEW_EMPINX,3.0,4.0
352,NEW_EMPINX,14.0,14.0
496,NEW_EMPINX,10.0,10.0
1996,NEW_EMPINX,10.0,11.0
900,NEW_EMPINX,10.0,9.0
713,NEW_EMPINX,2.0,2.0
992,NEW_EMPINX,3.0,4.0
1502,NEW_EMPINX,6.0,6.0
969,NEW_EMPINX,7.0,7.0
1878,NEW_EMPINX,10.0,13.0
1326,NEW_EMPINX,12.0,11.0
1754,NEW_EMPINX,10.0,10.0
233,NEW_EMPINX,5.0,5.0
686,NEW_EMPINX,11.0,11.0
1783,NEW_EMPINX,11.0,13.0
566,NEW_EMPINX,0.0,1.0
1933,NEW_EMPINX,6.0,5.0
557,NEW_EMPINX,5.0,3.0
1686,NEW_EMPINX,14.0,13.0
1891,NEW_EMPINX,7.0,9.0
1451,NEW_EMPINX,13.0,12.0
1720,NEW_EMPINX,6.0,6.0
906,NEW_EMPINX,3.0,1.0
515,NEW_EMPINX,11.0,11.0
1696,NEW_EMPINX,9.0,7.0
158,NEW_EMPINX,13.0,14.0
386,NEW_EMPINX,4.0,5.0
978,NEW_EMPINX,5.0,5.0
551,NEW_EMPINX,0.0,0.0
1053,NEW_EMPINX,10.0,10.0
1809,NEW_EMPINX,3.0,7.0
1738,NEW_EMPINX,0.0,0.0
1520,NEW_EMPINX,12.0,12.0
242,NEW_EMPINX,1.0,1.0
573,NEW_EMPINX,7.0,9.0
1499,NEW_EMPINX,3.0,3.0
1796,NEW_EMPINX,13.0,12.0
1727,NEW_EMPINX,10.0,10.0
337,NEW_EMPINX,13.0,9.0
1769,NEW_EMPINX,13.0,13.0
87,NEW_EMPINX,14.0,14.0
550,NEW_EMPINX,1.0,1.0
726,NEW_EMPINX,12.0,11.0
1614,NEW_EMPINX,13.0,12.0
2011,NEW_EMPINX,5.0,3.0
1498,NEW_EMPINX,7.0,8.0
680,NEW_EMPINX,11.0,10.0
645,NEW_EMPINX,10.0,8.0
1714,NEW_EMPINX,9.0,8.0
1867,NEW_EMPINX,6.0,8.0
1126,NEW_EMPINX,2.0,0.0
1219,NEW_EMPINX,10.0,10.0
1719,NEW_EMPINX,6.0,8.0
1617,NEW_EMPINX,11.0,10.0
1664,NEW_EMPINX,11.0,7.0
1744,NEW_EMPINX,9.0,11.0
477,NEW_EMPINX,10.0,8.0
1816,NEW_EMPINX,1.0,3.0
937,NEW_EMPINX,12.0,11.0
1068,NEW_EMPINX,13.0,12.0
974,NEW_EMPINX,6.0,6.0
1298,NEW_EMPINX,3.0,3.0
331,NEW_EMPINX,11.0,10.0
1316,NEW_EMPINX,11.0,12.0
305,NEW_EMPINX,6.0,6.0
863,NEW_EMPINX,14.0,14.0
1308,NEW_EMPINX,13.0,14.0
1904,NEW_EMPINX,9.0,8.0
1173,NEW_EMPINX,7.0,8.0
569,NEW_EMPINX,8.0,8.0
1139,NEW_EMPINX,12.0,11.0
624,NEW_EMPINX,1.0,1.0
1512,NEW_EMPINX,10.0,12.0
1961,NEW_EMPINX,2.0,3.0
91,NEW_EMPINX,10.0,9.0
1958,NEW_EMPINX,3.0,3.0
328,NEW_EMPINX,14.0,13.0
64,NEW_EMPINX,13.0,11.0
536,NEW_EMPINX,11.0,11.0
1825,NEW_EMPINX,0.0,0.0
696,NEW_EMPINX,5.0,4.0
413,NEW_EMPINX,11.0,11.0
1446,NEW_EMPINX,8.0,7.0
631,NEW_EMPINX,0.0,0.0
448,NEW_EMPINX,10.0,12.0
1898,NEW_EMPINX,8.0,8.0
2033,NEW_EMPINX,3.0,3.0
1115,NEW_EMPINX,13.0,12.0
1046,NEW_EMPINX,11.0,10.0
613,NEW_EMPINX,12.0,11.0
583,NEW_EMPINX,11.0,10.0
627,NEW_EMPINX,11.0,12.0
1039,NEW_EMPINX,4.0,4.0
2047,NEW_EMPINX,0.0,0.0
572,NEW_EMPINX,5.0,6.0
1185,NEW_EMPINX,5.0,7.0
240,NEW_EMPINX,9.0,10.0
658,NEW_EMPINX,11.0,10.0
1578,NEW_EMPINX,8.0,8.0
1995,NEW_EMPINX,14.0,14.0
853,NEW_EMPINX,12.0,11.0
1109,NEW_EMPINX,4.0,4.0
498,NEW_EMPINX,14.0,14.0
179,NEW_EMPINX,7.0,5.0
1141,NEW_EMPINX,11.0,10.0
803,NEW_EMPINX,10.0,10.0
1957,NEW_EMPINX,12.0,12.0
421,NEW_EMPINX,13.0,11.0
1597,NEW_EMPINX,11.0,10.0
1368,NEW_EMPINX,6.0,5.0
1077,NEW_EMPINX,14.0,12.0
1407,NEW_EMPINX,7.0,5.0
1468,NEW_EMPINX,14.0,14.0
342,NEW_EMPINX,13.0,11.0
232,NEW_EMPINX,5.0,5.0
1005,NEW_EMPINX,13.0,13.0
310,NEW_EMPINX,14.0,14.0
1643,NEW_EMPINX,7.0,5.0
636,NEW_EMPINX,12.0,10.0
1335,NEW_EMPINX,12.0,13.0
1045,NEW_EMPINX,10.0,10.0
1059,NEW_EMPINX,3.0,3.0
1547,NEW_EMPINX,7.0,6.0
736,NEW_EMPINX,14.0,14.0
1134,NEW_EMPINX,10.0,7.0
832,NEW_EMPINX,12.0,12.0
1821,NEW_EMPINX,3.0,1.0
1540,NEW_EMPINX,13.0,14.0
316,NEW_EMPINX,12.0,12.0
660,NEW_EMPINX,10.0,10.0
1395,NEW_EMPINX,5.0,7.0
699,NEW_EMPINX,6.0,7.0
567,NEW_EMPINX,8.0,7.0
463,NEW_EMPINX,2.0,1.0
693,NEW_EMPINX,13.0,12.0
1180,NEW_EMPINX,13.0,13.0
805,NEW_EMPINX,12.0,11.0
1423,NEW_EMPINX,13.0,13.0
1443,NEW_EMPINX,11.0,12.0
491,NEW_EMPINX,13.0,12.0
750,NEW_EMPINX,1.0,1.0
1999,NEW_EMPINX,12.0,12.0
1311,NEW_EMPINX,14.0,14.0
1242,NEW_EMPINX,13.0,13.0
1906,NEW_EMPINX,11.0,8.0
1358,NEW_EMPINX,12.0,13.0
230,NEW_EMPINX,13.0,11.0
214,NEW_EMPINX,7.0,6.0
371,NEW_EMPINX,0.0,2.0
694,NEW_EMPINX,13.0,13.0
623,NEW_EMPINX,10.0,10.0
381,NEW_EMPINX,9.0,8.0
1950,NEW_EMPINX,5.0,6.0
1500,NEW_EMPINX,9.0,8.0
1737,NEW_EMPINX,8.0,7.0
1382,NEW_EMPINX,8.0,8.0
2003,NEW_EMPINX,13.0,12.0
1120,NEW_EMPINX,10.0,10.0
1232,NEW_EMPINX,5.0,4.0
944,NEW_EMPINX,9.0,11.0
505,NEW_EMPINX,5.0,6.0
453,NEW_EMPINX,11.0,9.0
1721,NEW_EMPINX,4.0,6.0
1452,NEW_EMPINX,12.0,11.0
703,NEW_EMPINX,14.0,13.0
1080,NEW_EMPINX,13.0,13.0
1167,NEW_EMPINX,5.0,5.0
219,NEW_EMPINX,14.0,13.0
1318,NEW_EMPINX,12.0,12.0
1544,NEW_EMPINX,10.0,8.0
739,NEW_EMPINX,6.0,7.0
1655,NEW_EMPINX,13.0,13.0
415,NEW_EMPINX,3.0,5.0
1063,NEW_EMPINX,12.0,10.0
1325,NEW_EMPINX,11.0,12.0
1252,NEW_EMPINX,3.0,3.0
2007,NEW_EMPINX,0.0,0.0
1084,NEW_EMPINX,2.0,0.0
1260,NEW_EMPINX,7.0,8.0
649,NEW_EMPINX,1.0,1.0
248,NEW_EMPINX,0.0,0.0
19,NEW_EMPINX,9.0,9.0
336,NEW_EMPINX,13.0,13.0
727,NEW_EMPINX,11.0,10.0
885,NEW_EMPINX,12.0,13.0
1836,NEW_EMPINX,4.0,5.0
611,NEW_EMPINX,11.0,10.0
951,NEW_EMPINX,13.0,13.0
742,NEW_EMPINX,1.0,1.0
933,NEW_EMPINX,2.0,2.0
973,NEW_EMPINX,3.0,1.0
1879,NEW_EMPINX,13.0,13.0
929,NEW_EMPINX,13.0,13.0
249,NEW_EMPINX,10.0,10.0
1284,NEW_EMPINX,1.0,1.0
1780,NEW_EMPINX,10.0,8.0
1421,NEW_EMPINX,14.0,14.0
1400,NEW_EMPINX,3.0,3.0
1673,NEW_EMPINX,10.0,10.0
1625,NEW_EMPINX,14.0,14.0
1518,NEW_EMPINX,12.0,13.0
1387,NEW_EMPINX,13.0,13.0
892,NEW_EMPINX,6.0,7.0
1343,NEW_EMPINX,12.0,12.0
1405,NEW_EMPINX,12.0,11.0
950,NEW_EMPINX,14.0,14.0
1162,NEW_EMPINX,9.0,7.0
391,NEW_EMPINX,8.0,10.0
73,NEW_EMPINX,0.0,1.0
717,NEW_EMPINX,13.0,12.0
1725,NEW_EMPINX,6.0,6.0
1784,NEW_EMPINX,13.0,12.0
779,NEW_EMPINX,2.0,3.0
1639,NEW_EMPINX,6.0,7.0
51,NEW_EMPINX,0.0,0.0
125,NEW_EMPINX,1.0,1.0
350,NEW_EMPINX,13.0,14.0
2032,NEW_EMPINX,4.0,1.0
435,NEW_EMPINX,9.0,9.0
127,NEW_EMPINX,12.0,13.0
911,NEW_EMPINX,1.0,1.0
1676,NEW_EMPINX,10.0,10.0
998,NEW_EMPINX,12.0,11.0
135,NEW_EMPINX,11.0,12.0
838,NEW_EMPINX,8.0,8.0
588,NEW_EMPINX,1.0,3.0
2051,NEW_EMPINX,12.0,11.0
1285,NEW_EMPINX,4.0,4.0
1863,NEW_EMPINX,10.0,10.0
857,NEW_EMPINX,14.0,14.0
664,NEW_EMPINX,14.0,13.0
2052,NEW_EMPINX,13.0,14.0
509,NEW_EMPINX,2.0,1.0
1192,NEW_EMPINX,3.0,3.0
1596,NEW_EMPINX,7.0,8.0
164,NEW_EMPINX,5.0,4.0
1843,NEW_EMPINX,0.0,0.0
1938,NEW_EMPINX,4.0,2.0
2048,NEW_EMPINX,12.0,12.0
92,NEW_EMPINX,11.0,11.0
806,NEW_EMPINX,2.0,3.0
2062,NEW_EMPINX,10.0,11.0
1253,NEW_EMPINX,6.0,6.0
1419,NEW_EMPINX,12.0,12.0
568,NEW_EMPINX,3.0,4.0
1151,NEW_EMPINX,7.0,8.0
597,NEW_EMPINX,6.0,6.0
725,NEW_EMPINX,12.0,13.0
1535,NEW_EMPINX,9.0,10.0
2060,NEW_EMPINX,11.0,11.0
1732,NEW_EMPINX,8.0,7.0
903,NEW_EMPINX,5.0,6.0
1585,NEW_EMPINX,5.0,7.0
1704,NEW_EMPINX,5.0,7.0
488,NEW_EMPINX,10.0,10.0
1847,NEW_EMPINX,11.0,13.0
1228,NEW_EMPINX,10.0,11.0
390,NEW_EMPINX,10.0,10.0
288,NEW_EMPINX,14.0,14.0
1782,NEW_EMPINX,7.0,8.0
994,NEW_EMPINX,12.0,10.0
1615,NEW_EMPINX,10.0,11.0
873,NEW_EMPINX,14.0,14.0
1220,NEW_EMPINX,13.0,14.0
188,NEW_EMPINX,8.0,7.0
2014,NEW_EMPINX,4.0,4.0
1746,NEW_EMPINX,12.0,11.0
1971,NEW_EMPINX,12.0,13.0
1131,NEW_EMPINX,14.0,14.0
881,NEW_EMPINX,4.0,6.0
754,NEW_EMPINX,7.0,6.0
1266,NEW_EMPINX,7.0,8.0
1963,NEW_EMPINX,7.0,8.0
1552,NEW_EMPINX,7.0,9.0
1541,NEW_EMPINX,13.0,13.0
364,NEW_EMPINX,2.0,1.0
1690,NEW_EMPINX,9.0,9.0
1195,NEW_EMPINX,5.0,8.0
848,NEW_EMPINX,13.0,13.0
1722,NEW_EMPINX,12.0,13.0
1672,NEW_EMPINX,12.0,12.0
1312,NEW_EMPINX,13.0,13.0
1420,NEW_EMPINX,12.0,10.0
1444,NEW_EMPINX,14.0,14.0
2046,NEW_EMPINX,11.0,10.0
1235,NEW_EMPINX,7.0,8.0
1102,NEW_EMPINX,2.0,2.0
819,NEW_EMPINX,13.0,12.0
1103,NEW_EMPINX,5.0,5.0
846,NEW_EMPINX,3.0,6.0
1508,NEW_EMPINX,2.0,0.0
1043,NEW_EMPINX,10.0,10.0
581,NEW_EMPINX,7.0,4.0
1808,NEW_EMPINX,11.0,11.0
354,NEW_EMPINX,9.0,9.0
1923,NEW_EMPINX,7.0,7.0
440,NEW_EMPINX,12.0,10.0
503,ASSN,2.0,2.0
734,ASSN,2.0,2.0
1328,ASSN,1.0,2.0
1061,ASSN,1.0,1.0
512,ASSN,2.0,2.0
1663,ASSN,2.0,2.0
621,ASSN,0.0,0.0
972,ASSN,1.0,0.0
1793,ASSN,0.0,1.0
776,ASSN,1.0,1.0
1166,ASSN,0.0,0.0
911,ASSN,0.0,0.0
137,ASSN,0.0,0.0
456,ASSN,2.0,2.0
831,ASSN,2.0,2.0
426,ASSN,1.0,1.0
1502,ASSN,1.0,1.0
1022,ASSN,2.0,2.0
90,ASSN,2.0,2.0
1481,ASSN,0.0,0.0
405,ASSN,2.0,1.0
1517,ASSN,2.0,2.0
433,ASSN,0.0,0.0
1447,ASSN,1.0,1.0
352,ASSN,2.0,2.0
1550,ASSN,0.0,1.0
892,ASSN,1.0,1.0
1619,ASSN,1.0,1.0
1942,ASSN,2.0,2.0
694,ASSN,2.0,2.0
999,ASSN,0.0,0.0
1738,ASSN,0.0,0.0
1248,ASSN,2.0,2.0
516,ASSN,1.0,2.0
317,ASSN,0.0,0.0
933,ASSN,0.0,0.0
1372,ASSN,0.0,0.0
496,ASSN,2.0,2.0
1139,ASSN,2.0,2.0
257,ASSN,1.0,1.0
2030,ASSN,1.0,0.0
1396,ASSN,1.0,0.0
1821,ASSN,0.0,0.0
1924,ASSN,0.0,0.0
1212,ASSN,2.0,2.0
846,ASSN,0.0,1.0
494,ASSN,2.0,2.0
1546,ASSN,1.0,1.0
245,ASSN,0.0,1.0
723,ASSN,2.0,2.0
1727,ASSN,0.0,1.0
1127,ASSN,2.0,2.0
570,ASSN,2.0,0.0
623,ASSN,1.0,1.0
1725,ASSN,1.0,1.0
779,ASSN,0.0,0.0
448,ASSN,0.0,1.0
1377,ASSN,1.0,1.0
424,ASSN,0.0,1.0
725,ASSN,2.0,2.0
2006,ASSN,0.0,0.0
1810,ASSN,1.0,1.0
713,ASSN,0.0,0.0
1480,ASSN,0.0,0.0
938,ASSN,2.0,2.0
1422,ASSN,1.0,1.0
1316,ASSN,2.0,2.0
1634,ASSN,2.0,2.0
950,ASSN,2.0,2.0
1378,ASSN,1.0,1.0
515,ASSN,2.0,2.0
84,ASSN,2.0,2.0
937,ASSN,2.0,1.0
447,ASSN,2.0,2.0
140,ASSN,1.0,1.0
34,ASSN,1.0,1.0
620,ASSN,2.0,2.0
873,ASSN,2.0,2.0
2048,ASSN,2.0,2.0
1310,ASSN,2.0,2.0
695,ASSN,2.0,2.0
707,ASSN,2.0,1.0
966,ASSN,1.0,1.0
1900,ASSN,0.0,0.0
564,ASSN,1.0,1.0
658,ASSN,2.0,1.0
583,ASSN,2.0,1.0
465,ASSN,1.0,1.0
1435,ASSN,2.0,2.0
1740,ASSN,1.0,1.0
906,ASSN,1.0,0.0
1544,ASSN,2.0,2.0
742,ASSN,0.0,0.0
2058,ASSN,1.0,2.0
1430,ASSN,2.0,2.0
1935,ASSN,2.0,2.0
1867,ASSN,0.0,0.0
1758,ASSN,0.0,2.0
2004,ASSN,0.0,0.0
649,ASSN,0.0,0.0
940,ASSN,2.0,2.0
872,ASSN,2.0,2.0
1028,ASSN,1.0,1.0
1929,ASSN,0.0,0.0
325,ASSN,2.0,2.0
1533,ASSN,2.0,2.0
1529,ASSN,2.0,2.0
717,ASSN,2.0,2.0
1222,ASSN,1.0,1.0
761,ASSN,1.0,1.0
1399,ASSN,2.0,2.0
1165,ASSN,1.0,1.0
1259,ASSN,2.0,2.0
1946,ASSN,2.0,1.0
1799,ASSN,2.0,2.0
1364,ASSN,1.0,1.0
323,ASSN,2.0,2.0
236,ASSN,0.0,0.0
1311,ASSN,2.0,2.0
686,ASSN,2.0,2.0
533,ASSN,2.0,2.0
795,ASSN,1.0,1.0
171,ASSN,0.0,0.0
150,ASSN,2.0,2.0
1583,ASSN,0.0,0.0
379,ASSN,1.0,0.0
1994,ASSN,0.0,0.0
2009,ASSN,0.0,1.0
296,ASSN,2.0,2.0
1450,ASSN,2.0,2.0
1176,ASSN,1.0,1.0
1326,ASSN,2.0,2.0
1629,ASSN,2.0,2.0
388,ASSN,1.0,1.0
